condition,timepoint,c-Citrineperod,c-Citrineperodvar
"2% Glu,100 IPTG",425.9883333,28511.14255,794423.1772
"2% Glu,100 IPTG",436.6375,28389.74387,727638.5508
"2% Glu,100 IPTG",447.2883333,28156.78707,766636.7404
"2% Glu,100 IPTG",457.9366667,27834.07907,763073.288
"2% Glu,100 IPTG",468.5866667,27299.03611,881803.8148
"2% Glu,100 IPTG",479.2358333,27232.0881,793202.8533
"2% Glu,100 IPTG",489.885,26978.8744,864785.8718
"2% Glu,100 IPTG",500.535,26651.70168,871480.8035
"2% Glu,100 IPTG",511.1841667,26189.22328,853728.6849
"2% Glu,100 IPTG",521.8341667,25632.86363,883958.6933
"2% Glu,100 IPTG",532.4833333,24798.4137,855073.0919
"2% Glu,100 IPTG",543.1325,24279.6959,772630.6
"2% Glu,100 IPTG",553.7825,23728.62652,745073.4494
"2% Glu,100 IPTG",564.4316667,23370.27635,723669.2959
"2% Glu,100 IPTG",575.0808333,22922.82122,663675.2554
"2% Glu,100 IPTG",585.7308333,22538.99456,670295.5417
"2% Glu,100 IPTG",596.38,22254.08158,631305.8343
"2% Glu,100 IPTG",607.0291667,21987.18233,666343.361
"2% Glu,100 IPTG",617.6791667,21734.32228,622368.5465
"2% Glu,100 IPTG",628.3283333,21421.40975,580627.0522
"2% Glu,100 IPTG",638.9775,21274.99344,591430.8251
"2% Glu,100 IPTG",649.6275,21080.38226,552057.702
"2% Glu,100 IPTG",660.2766667,20933.92862,544447.5032
"2% Glu,100 IPTG",670.9258333,20773.14233,581794.5313
"2% Glu,100 IPTG",681.5758333,20595.77439,561769.6617
"2% Glu,100 IPTG",692.2366667,20464.2968,568014.3222
"2% Glu,100 IPTG",702.875,20261.71235,525648.2741
"2% Glu,100 IPTG",713.5241667,20156.41113,492426.1494
"2% Glu,100 IPTG",724.1741667,20128.02352,463352.1377
"2% Glu,100 IPTG",734.8233333,20099.41279,532005.002
"2% Glu,100 IPTG",745.4725,20007.5981,496754.9525
"2% Glu,100 IPTG",756.1225,19843.60074,490646.0121
"2% Glu,100 IPTG",766.7716667,19772.80662,493641.1557
"2% Glu,100 IPTG",777.4208333,19751.63926,482531.7136
"2% Glu,100 IPTG",788.0708333,19669.75284,500845.822
"2% Glu,100 IPTG",798.7208333,19553.38541,438196.5428
"2% Glu,100 IPTG",809.37,19454.89368,478052.4588
"2% Glu,100 IPTG",820.0208333,19451.62267,423407.1717
"2% Glu,100 IPTG",830.67,19414.44606,415027.3135
"2% Glu,100 IPTG",841.3191667,19529.86779,396566.029
"2% Glu,100 IPTG",851.9675,19462.5357,421564.8021
"2% Glu,100 IPTG",862.6166667,19603.00301,395708.8442
"2% Glu,100 IPTG",873.2675,19638.11733,398537.4306
"2% Glu,100 IPTG",883.9158333,19534.52359,394554.3236
"2% Glu,100 IPTG",894.5658333,19546.516,410381.7366
"2% Glu,100 IPTG",905.215,19507.75425,418552.6906
"2% Glu,100 IPTG",915.865,19252.03322,529034.1861
"2% Glu,100 IPTG",926.515,19216.05543,486498.2095
"2% Glu,100 IPTG",937.1641667,19122.3902,534280.0646
"2% Glu,100 IPTG",947.8133333,19098.9744,584746.4194
"2% Glu,100 IPTG",958.4633333,18978.94236,564577.5881
"2% Glu,100 IPTG",969.1116667,19003.50024,616546.3405
"2% Glu,100 IPTG",979.7616667,18967.10765,617367.7823
"2% Glu,100 IPTG",990.4108333,18909.7526,634114.1975
"2% Glu,100 IPTG",1001.06,18778.50674,565229.1086
"2% Glu,100 IPTG",1011.709167,18731.97545,578239.5283
"2% Glu,100 IPTG",1022.359167,18737.02055,562803.1289
"2% Glu,100 IPTG",1033.008333,18691.10161,599727.4855
"2% Glu,100 IPTG",1043.659167,18695.944,644252.0399
"2% Glu,100 IPTG",1054.3075,18670.06588,641098.0875
"2% Glu,100 IPTG",1064.956667,18663.096,648220.0442
"2% Glu,100 IPTG",1075.606667,18583.88459,608736.3299
"2% Glu,100 IPTG",1086.255833,18646.04566,620399.1542
"2% Glu,100 IPTG",1096.905833,18660.49329,606638.098
"2% Glu,100 IPTG",1107.555833,18611.68097,575105.5379
"2% Glu,100 IPTG",1118.205833,18491.05201,542653.8504
"2% Glu,100 IPTG",1128.854167,18505.68194,463156.892
"2% Glu,100 IPTG",1139.504167,18481.06404,420807.3825
"2% Glu,100 IPTG",1150.1525,18441.84055,372925.3413
"2% Glu,100 IPTG",1160.801667,18436.88263,367362.1
"2% Glu,100 IPTG",1171.451667,18325.30685,289863.0865
"2% Glu,100 IPTG",1182.100833,18233.80963,303134.1895
"2% Glu,100 IPTG",1192.750833,18017.24231,290293.826
"2% Glu,100 IPTG",1203.4,18183.98195,265177.5529
"2% Glu,100 IPTG",1214.05,18170.86322,240493.7846
"2% Glu,100 IPTG",1224.7,18051.48001,248458.0029
"2% Glu,100 IPTG",1235.35,17969.87485,252022.3021
"2% Glu,100 IPTG",1245.998333,17729.54355,245214.6181
"2% Glu,100 IPTG",1256.6475,17693.74892,256713.491
"2% Glu,100 IPTG",1267.296667,17601.32317,229540.9452
"2% Glu,100 IPTG",1277.946667,17655.67908,251359.1927
"2% Glu,100 IPTG",1288.595833,17671.9696,254821.224
"2% Glu,100 IPTG",1299.245833,17511.13784,259672.9479
"2% Glu,100 IPTG",1309.895833,17408.79206,246014.249
"2% Glu,100 IPTG",1320.545,17403.01906,233661.8206
"2% Glu,100 IPTG",1331.195,17243.7958,248594.2762
"2% Glu,100 IPTG",1341.843333,17074.88099,228862.3164
"2% Glu,100 IPTG",1352.493333,17073.95104,240748.0233
"2% Glu,100 IPTG",1363.143333,16996.00345,200469.4978
"2% Glu,100 IPTG",1373.791667,16928.49636,193475.5061
"2% Glu,100 IPTG",1384.441667,17001.99029,235214.7544
"2% Glu,100 IPTG",1395.100833,16934.54368,208962.9529
"2% Glu,100 IPTG",1405.740833,16885.67386,239771.8042
"2% Glu,5 IPTG",0,1214.633276,11855.83591
"2% Glu,5 IPTG",10.65916667,1253.652736,6964.435782
"2% Glu,5 IPTG",21.30833333,1182.014731,8489.583642
"2% Glu,5 IPTG",31.9575,1256.51356,9904.488555
"2% Glu,5 IPTG",42.60666667,1452.363915,5816.511142
"2% Glu,5 IPTG",53.25666667,1701.288131,10795.18644
"2% Glu,5 IPTG",63.90583333,2032.535375,5103.521265
"2% Glu,5 IPTG",74.55583333,2481.389515,7794.724798
"2% Glu,5 IPTG",85.205,2893.984457,10363.78936
"2% Glu,5 IPTG",95.85416667,3205.464839,17412.53201
"2% Glu,5 IPTG",106.5041667,3608.538782,11529.55559
"2% Glu,5 IPTG",117.1533333,3958.763534,13572.71637
"2% Glu,5 IPTG",127.8033333,4387.399981,15299.4341
"2% Glu,5 IPTG",138.4525,4809.591004,23316.28268
"2% Glu,5 IPTG",149.1016667,5304.269767,25553.28584
"2% Glu,5 IPTG",159.7516667,5720.688057,15125.4259
"2% Glu,5 IPTG",170.4008333,6139.116364,17521.52714
"2% Glu,5 IPTG",181.0508333,6645.332199,16120.50802
"2% Glu,5 IPTG",191.7,7129.257812,22470.73942
"2% Glu,5 IPTG",202.35,7758.154258,25787.66535
"2% Glu,5 IPTG",212.9983333,8282.285031,27060.07287
"2% Glu,5 IPTG",223.6483333,8872.764816,18533.10513
"2% Glu,5 IPTG",234.2975,9448.818605,38985.85783
"2% Glu,5 IPTG",244.9466667,10017.49659,31024.22412
"2% Glu,5 IPTG",255.5966667,10571.09947,42433.33225
"2% Glu,5 IPTG",266.2458333,11207.67608,51384.62304
"2% Glu,5 IPTG",276.8958333,11715.79105,71141.36832
"2% Glu,5 IPTG",287.545,12271.755,78944.29344
"2% Glu,5 IPTG",298.195,12681.68034,80741.9357
"2% Glu,5 IPTG",308.8441667,13013.34088,83344.5674
"2% Glu,5 IPTG",319.4941667,13401.42621,76214.6232
"2% Glu,5 IPTG",330.1433333,13729.78285,101132.8786
"2% Glu,5 IPTG",340.7925,13988.54974,113758.4411
"2% Glu,5 IPTG",351.4425,14124.995,120346.8437
"2% Glu,5 IPTG",362.0916667,14332.73869,113873.4657
"2% Glu,5 IPTG",372.7416667,14515.43689,115126.5297
"2% Glu,5 IPTG",383.3908333,14757.81627,130902.7121
"2% Glu,5 IPTG",394.0391667,14904.79455,136995.8718
"2% Glu,5 IPTG",404.6891667,15006.62862,140191.8361
"2% Glu,5 IPTG",415.3391667,15058.67568,146719.3939
"2% Glu,5 IPTG",425.9883333,15027.08337,136916.3056
"2% Glu,5 IPTG",436.6375,14954.70637,158420.7287
"2% Glu,5 IPTG",447.2883333,14831.28355,137992.8821
"2% Glu,5 IPTG",457.9366667,14706.48172,162301.6734
"2% Glu,5 IPTG",468.5866667,14446.8582,133122.4051
"2% Glu,5 IPTG",479.2358333,14391.58764,117368.9646
"2% Glu,5 IPTG",489.885,14284.12141,118538.3361
"2% Glu,5 IPTG",500.535,14074.96049,115508.1089
"2% Glu,5 IPTG",511.1841667,13854.01193,112048.9163
"2% Glu,5 IPTG",521.8341667,13558.72903,97860.54632
"2% Glu,5 IPTG",532.4833333,13160.48699,98610.8561
"2% Glu,5 IPTG",543.1325,12793.4483,100961.1265
"2% Glu,5 IPTG",553.7825,12543.95876,109833.6187
"2% Glu,5 IPTG",564.4316667,12362.54297,89751.02504
"2% Glu,5 IPTG",575.0808333,12150.44384,104312.8755
"2% Glu,5 IPTG",585.7308333,12015.14028,110251.0522
"2% Glu,5 IPTG",596.38,11825.66748,89341.53843
"2% Glu,5 IPTG",607.0291667,11710.98072,85552.38101
"2% Glu,5 IPTG",617.6791667,11569.2127,79177.17978
"2% Glu,5 IPTG",628.3283333,11461.15748,75336.34749
"2% Glu,5 IPTG",638.9775,11406.31786,96870.35828
"2% Glu,5 IPTG",649.6275,11288.56222,77950.72376
"2% Glu,5 IPTG",660.2766667,11229.61106,80926.99568
"2% Glu,5 IPTG",670.9258333,11112.87534,64211.27535
"2% Glu,5 IPTG",681.5758333,11042.57627,64463.8949
"2% Glu,5 IPTG",692.2366667,10952.23311,65630.92681
"2% Glu,5 IPTG",702.875,10897.22489,65589.14445
"2% Glu,5 IPTG",713.5241667,10787.55513,63911.13091
"2% Glu,5 IPTG",724.1741667,10774.51689,61259.17039
"2% Glu,5 IPTG",734.8233333,10798.69107,60484.68887
"2% Glu,5 IPTG",745.4725,10728.70001,49848.20913
"2% Glu,5 IPTG",756.1225,10661.54035,63340.08768
"2% Glu,5 IPTG",766.7716667,10642.20632,55260.22194
"2% Glu,5 IPTG",777.4208333,10606.60166,54451.46209
"2% Glu,5 IPTG",788.0708333,10585.9462,53942.97342
"2% Glu,5 IPTG",798.7208333,10495.53514,61899.13237
"2% Glu,5 IPTG",809.37,10527.92991,57212.97727
"2% Glu,5 IPTG",820.0208333,10431.96701,42255.63222
"2% Glu,5 IPTG",830.67,10453.39194,59126.19053
"2% Glu,5 IPTG",841.3191667,10494.46559,51506.05841
"2% Glu,5 IPTG",851.9675,10467.73019,52514.02038
"2% Glu,5 IPTG",862.6166667,10586.58553,62044.68272
"2% Glu,5 IPTG",873.2675,10597.28895,60279.25704
"2% Glu,5 IPTG",883.9158333,10567.53889,56753.29204
"2% Glu,5 IPTG",894.5658333,10594.37027,53170.57881
"2% Glu,5 IPTG",905.215,10551.89504,54885.45805
"2% Glu,5 IPTG",915.865,10519.53697,48448.31885
"2% Glu,5 IPTG",926.515,10449.42633,43889.76357
"2% Glu,5 IPTG",937.1641667,10417.00855,45063.16871
"2% Glu,5 IPTG",947.8133333,10348.71576,30596.27892
"2% Glu,5 IPTG",958.4633333,10294.63736,33911.41528
"2% Glu,5 IPTG",969.1116667,10274.22126,31085.18174
"2% Glu,5 IPTG",979.7616667,10331.06661,35749.59915
"2% Glu,5 IPTG",990.4108333,10246.44808,34139.17585
"2% Glu,5 IPTG",1001.06,10197.55736,27461.76333
"2% Glu,5 IPTG",1011.709167,10198.60808,36879.28888
"2% Glu,5 IPTG",1022.359167,10193.65342,31937.97446
"2% Glu,5 IPTG",1033.008333,10131.989,33473.32246
"2% Glu,5 IPTG",1043.659167,10133.74946,43080.05112
"2% Glu,5 IPTG",1054.3075,10182.39922,37305.27034
"2% Glu,5 IPTG",1064.956667,10125.88986,47367.79914
"2% Glu,5 IPTG",1075.606667,10099.1388,45743.891
"2% Glu,5 IPTG",1086.255833,10095.23246,39652.93539
"2% Glu,5 IPTG",1096.905833,10052.88417,55526.33749
"2% Glu,5 IPTG",1107.555833,10083.34349,65822.24925
"2% Glu,5 IPTG",1118.205833,10044.97829,66713.23439
"2% Glu,5 IPTG",1128.854167,10070.30414,71162.08967
"2% Glu,5 IPTG",1139.504167,10103.95149,75813.1875
"2% Glu,5 IPTG",1150.1525,10063.23059,69995.21058
"2% Glu,5 IPTG",1160.801667,10103.16224,59348.64842
"2% Glu,5 IPTG",1171.451667,10065.8275,58879.57817
"2% Glu,5 IPTG",1182.100833,10061.56221,56629.9876
"2% Glu,5 IPTG",1192.750833,10021.72053,54003.38913
"2% Glu,5 IPTG",1203.4,10124.24696,38617.50377
"2% Glu,5 IPTG",1214.05,10149.53036,39887.10809
"2% Glu,5 IPTG",1224.7,10126.19109,30184.30693
"2% Glu,5 IPTG",1235.35,10132.66242,28081.67379
"2% Glu,5 IPTG",1245.998333,10063.69972,14525.36038
"2% Glu,5 IPTG",1256.6475,10044.78192,19354.90245
"2% Glu,5 IPTG",1267.296667,9995.70876,17182.50968
"2% Glu,5 IPTG",1277.946667,10060.43144,21798.90163
"2% Glu,5 IPTG",1288.595833,10117.93966,24374.34494
"2% Glu,5 IPTG",1299.245833,10091.79665,23066.32246
"2% Glu,5 IPTG",1309.895833,10045.05107,20133.56595
"2% Glu,5 IPTG",1320.545,9991.022648,25128.37701
"2% Glu,5 IPTG",1331.195,9880.316994,23808.38181
"2% Glu,5 IPTG",1341.843333,9839.357066,22164.18029
"2% Glu,5 IPTG",1352.493333,9844.656705,24934.8737
"2% Glu,5 IPTG",1363.143333,9804.438972,25271.96899
"2% Glu,5 IPTG",1373.791667,9786.671237,34780.19568
"2% Glu,5 IPTG",1384.441667,9744.5725,17684.37962
"2% Glu,5 IPTG",1395.100833,9743.909563,24474.86853
"2% Glu,5 IPTG",1405.740833,9748.855874,21801.02794
"2% Glu,7.5 IPTG",0,1293.847128,28159.54702
"2% Glu,7.5 IPTG",10.65916667,1097.865864,15178.12533
"2% Glu,7.5 IPTG",21.31,1211.829906,10620.81279
"2% Glu,7.5 IPTG",31.95916667,1298.530474,7974.188649
"2% Glu,7.5 IPTG",42.60916667,1608.158811,9980.03608
"2% Glu,7.5 IPTG",53.26,1960.108864,12026.44244
"2% Glu,7.5 IPTG",63.90916667,2513.148423,13432.06743
"2% Glu,7.5 IPTG",74.56,3089.43982,11959.58429
"2% Glu,7.5 IPTG",85.21,3655.328022,15866.56597
"2% Glu,7.5 IPTG",95.86,4330.087723,23777.91052
"2% Glu,7.5 IPTG",106.5108333,4895.416829,18685.60801
"2% Glu,7.5 IPTG",117.1608333,5483.694952,28292.36456
"2% Glu,7.5 IPTG",127.8116667,6046.573078,19471.38888
"2% Glu,7.5 IPTG",138.4608333,6631.499831,28517.07147
"2% Glu,7.5 IPTG",149.1108333,7267.165414,25572.39419
"2% Glu,7.5 IPTG",159.7616667,7832.791606,16481.94962
"2% Glu,7.5 IPTG",170.4116667,8368.625961,29037.77234
"2% Glu,7.5 IPTG",181.0625,9025.679482,20772.88657
"2% Glu,7.5 IPTG",191.7125,9705.958363,33654.77734
"2% Glu,7.5 IPTG",202.3625,10359.16402,44253.15367
"2% Glu,7.5 IPTG",213.0125,11053.29721,32982.06619
"2% Glu,7.5 IPTG",223.6633333,11875.58364,49290.15739
"2% Glu,7.5 IPTG",234.3133333,12548.19738,35335.32298
"2% Glu,7.5 IPTG",244.9633333,13327.90994,39030.86201
"2% Glu,7.5 IPTG",255.6133333,14134.2453,61863.99879
"2% Glu,7.5 IPTG",266.2633333,14873.8593,63684.36096
"2% Glu,7.5 IPTG",276.9141667,15470.49029,57542.51335
"2% Glu,7.5 IPTG",287.5641667,16202.31064,71987.78958
"2% Glu,7.5 IPTG",298.2141667,16925.21033,88358.62399
"2% Glu,7.5 IPTG",308.8641667,17507.32161,119463.7502
"2% Glu,7.5 IPTG",319.515,18168.28252,125703.4823
"2% Glu,7.5 IPTG",330.165,18786.75374,119148.853
"2% Glu,7.5 IPTG",340.815,19238.73334,144010.989
"2% Glu,7.5 IPTG",351.4658333,19548.28549,157607.1212
"2% Glu,7.5 IPTG",362.115,19853.07025,128804.7755
"2% Glu,7.5 IPTG",372.7658333,20154.68028,118475.329
"2% Glu,7.5 IPTG",383.4158333,20399.14129,116932.027
"2% Glu,7.5 IPTG",394.0658333,20626.75586,110394.5519
"2% Glu,7.5 IPTG",404.7166667,20962.14992,85586.72159
"2% Glu,7.5 IPTG",415.3658333,21386.84061,115166.5646
"2% Glu,7.5 IPTG",426.0166667,21694.37364,73357.9219
"2% Glu,7.5 IPTG",436.6666667,22086.26664,102504.6172
"2% Glu,7.5 IPTG",447.3183333,22077.79247,95089.34009
"2% Glu,7.5 IPTG",457.9675,21999.89793,88193.52399
"2% Glu,7.5 IPTG",468.6175,21915.43214,80140.1074
"2% Glu,7.5 IPTG",479.2675,22076.65235,102504.3508
"2% Glu,7.5 IPTG",489.9175,21969.59407,99506.97398
"2% Glu,7.5 IPTG",500.5683333,21726.25452,103971.1604
"2% Glu,7.5 IPTG",511.2183333,21466.24014,113624.7206
"2% Glu,7.5 IPTG",521.8691667,21123.14139,162637.7365
"2% Glu,7.5 IPTG",532.5191667,20697.18509,141408.5203
"2% Glu,7.5 IPTG",543.1691667,20160.85904,138501.5899
"2% Glu,7.5 IPTG",553.8191667,19791.27198,137319.9985
"2% Glu,7.5 IPTG",564.4691667,19508.58835,136400.3948
"2% Glu,7.5 IPTG",575.12,19109.44157,145348.5695
"2% Glu,7.5 IPTG",585.77,18825.13933,125060.9193
"2% Glu,7.5 IPTG",596.4208333,18485.14101,126795.1811
"2% Glu,7.5 IPTG",607.07,18185.83435,141473.957
"2% Glu,7.5 IPTG",617.72,17939.01937,112585.263
"2% Glu,7.5 IPTG",628.3708333,17685.84441,120730.9731
"2% Glu,7.5 IPTG",639.0208333,17469.16443,121978.4657
"2% Glu,7.5 IPTG",649.6716667,17272.05947,86119.79426
"2% Glu,7.5 IPTG",660.3208333,17053.96539,110126.7818
"2% Glu,7.5 IPTG",670.9708333,16862.50785,78139.03798
"2% Glu,7.5 IPTG",681.6216667,16665.07995,98261.41891
"2% Glu,7.5 IPTG",692.2833333,16509.3434,83241.55905
"2% Glu,7.5 IPTG",702.9225,16323.47096,85181.68043
"2% Glu,7.5 IPTG",713.5725,16272.06624,68606.92228
"2% Glu,7.5 IPTG",724.2225,16087.82964,84969.67893
"2% Glu,7.5 IPTG",734.8725,15979.0593,65577.29196
"2% Glu,7.5 IPTG",745.5225,15897.4358,73845.45781
"2% Glu,7.5 IPTG",756.1741667,15713.17002,56348.65504
"2% Glu,7.5 IPTG",766.8233333,15664.84018,92709.567
"2% Glu,7.5 IPTG",777.4741667,15596.07187,79744.49441
"2% Glu,7.5 IPTG",788.1233333,15524.30761,56265.53329
"2% Glu,7.5 IPTG",798.7741667,15491.61596,65364.77549
"2% Glu,7.5 IPTG",809.425,15395.06703,77336.73423
"2% Glu,7.5 IPTG",820.0758333,15298.46787,68030.23355
"2% Glu,7.5 IPTG",830.725,15290.1762,66467.1652
"2% Glu,7.5 IPTG",841.375,15257.63801,61415.8279
"2% Glu,7.5 IPTG",852.0258333,15003.46155,73732.16984
"2% Glu,7.5 IPTG",862.675,15192.69306,64721.50567
"2% Glu,7.5 IPTG",873.3266667,15211.99341,60307.98736
"2% Glu,7.5 IPTG",883.9758333,15163.0466,67338.70479
"2% Glu,7.5 IPTG",894.6266667,15211.56668,59328.16876
"2% Glu,7.5 IPTG",905.2758333,15205.27896,51048.29636
"2% Glu,7.5 IPTG",915.9266667,14999.53857,48766.62971
"2% Glu,7.5 IPTG",926.5766667,14925.63503,44589.08693
"2% Glu,7.5 IPTG",937.2283333,14926.95862,45000.67552
"2% Glu,7.5 IPTG",947.8783333,14808.46918,36919.59543
"2% Glu,7.5 IPTG",958.5275,14758.8796,58413.98693
"2% Glu,7.5 IPTG",969.1783333,14815.33799,56260.55034
"2% Glu,7.5 IPTG",979.8283333,14781.44153,65208.96358
"2% Glu,7.5 IPTG",990.4791667,14684.87664,68284.04988
"2% Glu,7.5 IPTG",1001.128333,14623.50766,68919.19095
"2% Glu,7.5 IPTG",1011.778333,14589.22423,67800.00625
"2% Glu,7.5 IPTG",1022.428333,14493.83132,54388.44747
"2% Glu,7.5 IPTG",1033.079167,14410.31305,63992.10457
"2% Glu,7.5 IPTG",1043.73,14329.43626,61332.85712
"2% Glu,7.5 IPTG",1054.378333,14307.74776,54601.3789
"2% Glu,7.5 IPTG",1065.029167,14146.78509,79411.58227
"2% Glu,7.5 IPTG",1075.68,14044.90624,53028.43035
"2% Glu,7.5 IPTG",1086.33,13996.92486,68586.73046
"2% Glu,7.5 IPTG",1096.980833,13959.01825,71109.15386
"2% Glu,7.5 IPTG",1107.63,13879.59841,64677.86077
"2% Glu,7.5 IPTG",1118.280833,13812.18072,56320.77601
"2% Glu,7.5 IPTG",1128.93,13738.88916,62717.48814
"2% Glu,7.5 IPTG",1139.580833,13684.58421,66107.06017
"2% Glu,7.5 IPTG",1150.231667,13636.27689,71414.17803
"2% Glu,7.5 IPTG",1160.88,13604.3769,57765.57202
"2% Glu,7.5 IPTG",1171.530833,13526.50957,60238.93564
"2% Glu,7.5 IPTG",1182.180833,13511.28906,61080.48343
"2% Glu,7.5 IPTG",1192.8325,13387.08818,69280.25219
"2% Glu,7.5 IPTG",1203.4825,13433.23247,48688.57396
"2% Glu,7.5 IPTG",1214.133333,13329.08629,63450.0279
"2% Glu,7.5 IPTG",1224.781667,13278.39637,52455.97372
"2% Glu,7.5 IPTG",1235.433333,13282.10716,60045.3836
"2% Glu,7.5 IPTG",1246.0825,13191.37771,60663.80069
"2% Glu,7.5 IPTG",1256.7325,13177.86078,57660.05012
"2% Glu,7.5 IPTG",1267.384167,13071.25342,64803.84366
"2% Glu,7.5 IPTG",1278.035,13129.2978,64199.72262
"2% Glu,7.5 IPTG",1288.684167,13134.23802,52227.80782
"2% Glu,7.5 IPTG",1299.334167,13027.35056,52395.72617
"2% Glu,7.5 IPTG",1309.985,12959.67233,54568.7522
"2% Glu,7.5 IPTG",1320.635,13021.32412,59992.76502
"2% Glu,7.5 IPTG",1331.285,12964.97839,65168.88267
"2% Glu,7.5 IPTG",1341.935833,12898.54249,57944.57127
"2% Glu,7.5 IPTG",1352.584167,12860.17291,52319.6556
"2% Glu,7.5 IPTG",1363.235833,12758.23055,54929.11419
"2% Glu,7.5 IPTG",1373.885,12714.75996,65691.13001
"2% Glu,7.5 IPTG",1384.535833,12712.95155,64354.55374
"2% Glu,7.5 IPTG",1395.196667,12639.70669,65869.05673
"2% Glu,7.5 IPTG",1405.835833,12597.65409,62978.67679
"2% Glu,0.5 IPTG",0,1222.20458,125797.0553
"2% Glu,0.5 IPTG",10.65916667,1031.930933,109322.347
"2% Glu,0.5 IPTG",21.31166667,1145.14535,46795.76088
"2% Glu,0.5 IPTG",31.96166667,1069.165425,39016.84543
"2% Glu,0.5 IPTG",42.61333333,1151.405929,25661.55107
"2% Glu,0.5 IPTG",53.265,1227.29406,22669.94716
"2% Glu,0.5 IPTG",63.91666667,1395.248488,9938.447134
"2% Glu,0.5 IPTG",74.5675,1421.223706,4420.413745
"2% Glu,0.5 IPTG",85.21916667,1443.734381,9401.891062
"2% Glu,0.5 IPTG",95.87083333,1526.467318,11615.40045
"2% Glu,0.5 IPTG",106.5216667,1473.863127,5800.799538
"2% Glu,0.5 IPTG",117.1733333,1497.952626,5454.58461
"2% Glu,0.5 IPTG",127.825,1449.441918,6115.55259
"2% Glu,0.5 IPTG",138.4758333,1410.16157,5720.936818
"2% Glu,0.5 IPTG",149.1275,1440.808265,4707.55819
"2% Glu,0.5 IPTG",159.7791667,1402.505835,3960.901764
"2% Glu,0.5 IPTG",170.4308333,1408.745294,5653.11923
"2% Glu,0.5 IPTG",181.0825,1439.966889,5526.748015
"2% Glu,0.5 IPTG",191.7333333,1483.880604,4272.637774
"2% Glu,0.5 IPTG",202.3841667,1520.157671,3387.12384
"2% Glu,0.5 IPTG",213.0358333,1567.779842,3019.726611
"2% Glu,0.5 IPTG",223.6875,1616.706108,3893.14326
"2% Glu,0.5 IPTG",234.3391667,1661.307282,2979.642249
"2% Glu,0.5 IPTG",244.9908333,1712.052456,5307.72605
"2% Glu,0.5 IPTG",255.6408333,1773.209231,3855.490555
"2% Glu,0.5 IPTG",266.2925,1814.909115,4931.619847
"2% Glu,0.5 IPTG",276.9441667,1860.821432,5587.546688
"2% Glu,0.5 IPTG",287.5958333,1970.595214,3447.297853
"2% Glu,0.5 IPTG",298.2466667,2019.042464,5454.634228
"2% Glu,0.5 IPTG",308.8983333,2038.882733,6297.406971
"2% Glu,0.5 IPTG",319.55,2040.134303,6438.641951
"2% Glu,0.5 IPTG",330.2016667,2085.128021,7388.889982
"2% Glu,0.5 IPTG",340.8525,2103.278523,9592.971062
"2% Glu,0.5 IPTG",351.5041667,2118.98138,5910.427922
"2% Glu,0.5 IPTG",362.155,2119.561646,5827.941961
"2% Glu,0.5 IPTG",372.8066667,2090.688244,6752.075013
"2% Glu,0.5 IPTG",383.4583333,2087.883861,7381.7634
"2% Glu,0.5 IPTG",394.11,2094.060139,7338.161217
"2% Glu,0.5 IPTG",404.7616667,2134.193333,7929.845637
"2% Glu,0.5 IPTG",415.4125,2181.302794,7528.811357
"2% Glu,0.5 IPTG",426.0633333,2249.584816,8467.592968
"2% Glu,0.5 IPTG",436.715,2301.98249,8100.328905
"2% Glu,0.5 IPTG",447.3666667,2323.386588,8753.642165
"2% Glu,0.5 IPTG",458.0183333,2353.383896,8504.829519
"2% Glu,0.5 IPTG",468.6691667,2345.175491,9723.550389
"2% Glu,0.5 IPTG",479.3208333,2350.716933,9411.940014
"2% Glu,0.5 IPTG",489.9725,2340.16944,12947.09734
"2% Glu,0.5 IPTG",500.6241667,2313.743103,11014.88384
"2% Glu,0.5 IPTG",511.275,2284.813492,10986.19798
"2% Glu,0.5 IPTG",521.9266667,2242.346713,8850.526497
"2% Glu,0.5 IPTG",532.5783333,2226.031231,9350.852614
"2% Glu,0.5 IPTG",543.23,2175.058073,6948.141011
"2% Glu,0.5 IPTG",553.8808333,2147.925527,7272.170498
"2% Glu,0.5 IPTG",564.5325,2121.254053,7097.993615
"2% Glu,0.5 IPTG",575.1841667,2073.67219,7050.223877
"2% Glu,0.5 IPTG",585.835,2053.774674,6974.168243
"2% Glu,0.5 IPTG",596.4866667,2017.787611,5695.893874
"2% Glu,0.5 IPTG",607.1375,2006.743115,5870.559616
"2% Glu,0.5 IPTG",617.7891667,1986.049789,6435.373349
"2% Glu,0.5 IPTG",628.4408333,1960.286517,6512.184447
"2% Glu,0.5 IPTG",639.0925,1926.066015,4099.693012
"2% Glu,0.5 IPTG",649.7441667,1901.727476,5643.947457
"2% Glu,0.5 IPTG",660.395,1880.929562,4354.552952
"2% Glu,0.5 IPTG",671.0458333,1881.448447,5444.959811
"2% Glu,0.5 IPTG",681.6975,1863.358786,6484.135892
"2% Glu,0.5 IPTG",692.3608333,1858.574722,5599.923012
"2% Glu,0.5 IPTG",703.0008333,1847.407192,5026.981316
"2% Glu,0.5 IPTG",713.6525,1814.744265,4497.152092
"2% Glu,0.5 IPTG",724.3033333,1810.74855,4483.699581
"2% Glu,0.5 IPTG",734.955,1806.076369,5355.659293
"2% Glu,0.5 IPTG",745.6066667,1790.968214,5431.447205
